1,0,337.24,-0.897481,
0,1,337.245,-1.00361,
1,0,337.864,-0.888057,
1,0,338.386,-0.868748,
1,0,339.28,-1.00412,
1,0,340.03,-0.923859,
0,1,340.917,-0.835057,
1,0,343.194,-1.03765,
1,0,343.624,-0.897425,
1,0,343.981,-0.883288,
0,1,345.655,-1.02018,
1,0,345.614,-0.94308,
1,0,349.864,-0.912433,
0,1,350.661,-0.984372,
0,1,351,-0.958076,
0,1,351.333,-0.865137,
1,0,352.045,-0.954269,
0,1,352.806,-0.937291,
1,0,352.963,-0.963995,
1,0,353.004,-0.869265,
0,1,355.185,-0.887441,
1,0,355.431,-0.921816,
0,1,357.655,-0.866257,
1,0,359.695,-0.926981,
0,1,2.66001,-0.901756,
1,0,2.93842,-0.908524,
0,1,3.37036,-0.977282,
0,1,3.4216,-0.842383,
1,0,4.28806,-0.960725,
0,1,4.40163,-0.91358,
0,1,5.24663,-0.963843,
1,0,5.41121,-1.02818,
0,1,5.88329,-0.851839,
1,0,5.92362,-1.01384,
0,1,6.02772,-1.01999,
1,0,6.45429,-0.828166,
0,1,6.83283,-0.964127,
0,1,8.03475,-0.942251,
0,1,8.87927,-0.864236,
0,1,10.6612,-0.92941,
1,0,10.724,-0.933534,
1,0,11.4481,-0.984812,
0,1,11.6238,-1.01486,
1,0,12.04,-0.912256,
0,1,12.7068,-1.00855,
1,0,14.6546,-0.821612,
1,0,14.8255,-0.948223,
0,1,16.0609,-0.844517,
0,1,16.2419,-0.849942,
0,1,16.1517,-0.953655,
0,1,16.3314,-1.01216,
0,1,17.4469,-0.996107,
0,1,20.4874,-1.01433,
1,0,23.662,-1.02211,
1,0,26.4972,-0.945317,
1,0,27.8372,-0.994582,
1,0,28.1204,-1.02179,
0,1,28.3099,-0.941123,
1,0,28.5033,-1.0148,
0,1,28.7035,-0.969093,
0,1,30.6697,-0.825849,
1,0,31.2086,-0.947047,
1,0,31.237,-0.892863,
1,0,31.2648,-1.02661,
0,1,31.9316,-1.01395,
1,0,32.524,-0.860764,
0,1,32.6481,-0.937595,
0,1,33.183,-0.834401,
0,1,36.8781,-0.936238,
0,1,37.0017,-1.02537,
0,1,37.0633,-0.903734,
0,1,37.5807,-0.86419,
0,1,37.9355,-0.94554,
1,0,39.637,-0.867333,
1,0,40.8711,-1.00273,
1,0,42.1254,-1.03042,
1,0,42.3664,-0.873022,
1,0,42.4733,-1.00363,
0,1,42.6461,-0.846285,
1,0,45.2769,-0.893382,
1,0,46.1646,-0.841301,
0,1,47.8505,-0.847641,
1,0,49.2493,-0.901219,
0,1,51.4541,-1.02328,
1,0,52.2607,-0.927449,
0,1,52.9954,-0.884023,
1,0,53.4616,-1.00838,
1,0,53.5293,-0.929548,
1,0,53.8988,-0.978383,
1,0,54.0192,-0.959142,
1,0,56.5476,-0.987679,
1,0,338.653,-0.52601,
0,1,339.008,-0.56014,
1,0,339.676,-0.449603,
0,1,341.38,-0.48754,
0,1,341.876,-0.607171,
0,1,343.776,-0.417768,
1,0,344.106,-0.450026,
0,1,346.785,-0.481173,
0,1,348.21,-0.618529,
1,0,348.323,-0.523022,
1,0,349.712,-0.410544,
1,0,351.663,-0.593996,
1,0,353.269,-0.42604,
0,1,353.442,-0.614198,
0,1,353.67,-0.427139,
1,0,354.657,-0.555842,
0,1,354.776,-0.437533,
1,0,355.136,-0.551068,
0,1,355.891,-0.415888,
0,1,357.615,-0.61532,
0,1,359.935,-0.576734,
0,1,1.62067,-0.615877,
1,0,1.64886,-0.571075,
1,0,1.65682,-0.544537,
0,1,1.77105,-0.512185,
1,0,2.40117,-0.466177,
1,0,3.84867,-0.451912,
1,0,4.19491,-0.473816,
1,0,4.21995,-0.443633,
1,0,4.41242,-0.541852,
0,1,5.12209,-0.555004,
1,0,5.36404,-0.575779,
1,0,5.60929,-0.46285,
0,1,5.91988,-0.404269,
1,0,5.9746,-0.53358,
0,1,7.04714,-0.436276,
0,1,7.65069,-0.521705,
1,0,8.7401,-0.4933,
1,0,9.59788,-0.607996,
1,0,9.82906,-0.456322,
1,0,10.1411,-0.573275,
0,1,10.5509,-0.435601,
1,0,11.1233,-0.40752,
1,0,11.3978,-0.418792,
1,0,12.7468,-0.524763,
1,0,13.473,-0.547096,
0,1,13.6023,-0.531128,
1,0,14.3484,-0.431911,
0,1,15.5566,-0.437159,
1,0,16.7124,-0.57048,
1,0,17.3653,-0.580184,
0,1,17.8158,-0.455929,
0,1,19.5022,-0.47935,
0,1,20.2074,-0.475216,
0,1,20.7722,-0.426204,
0,1,23.6992,-0.595722,
0,1,23.7076,-0.610868,
1,0,24.0302,-0.420491,
1,0,24.1063,-0.500645,
1,0,24.3115,-0.405577,
0,1,24.4131,-0.494321,
0,1,24.9269,-0.464829,
1,0,24.8367,-0.484138,
0,1,25.0602,-0.515009,
0,1,26.5976,-0.549899,
1,0,26.798,-0.608871,
1,0,27.8895,-0.609748,
1,0,28.7218,-0.43938,
0,1,29.1518,-0.56956,
0,1,29.465,-0.410785,
1,0,29.57,-0.56831,
1,0,30.9011,-0.491452,
0,1,31.2605,-0.555098,
1,0,31.4654,-0.541391,
1,0,34.321,-0.421857,
0,1,36.7879,-0.565166,
0,1,37.3234,-0.462982,
0,1,37.6506,-0.452046,
0,1,38.9777,-0.603068,
1,0,39.6889,-0.401018,
1,0,41.4248,-0.560264,
0,1,41.4315,-0.539317,
1,0,41.5744,-0.607105,
0,1,41.7258,-0.565192,
1,0,42.3708,-0.567339,
1,0,47.06,-0.434697,
1,0,47.0501,-0.44344,
0,1,47.34,-0.407963,
0,1,47.3589,-0.551642,
0,1,48.0045,-0.443507,
1,0,48.1201,-0.553901,
0,1,48.5865,-0.489107,
